Id,UserName,DisplayName,RegisterDate,PerformanceTier,Country,PerformanceName
1,kaggleteam,Kaggle Team,3/24/2011,5,,5:Kaggleteam
368,antgoldbloom,Anthony Goldbloom,1/20/2010,5,USA,5:Kaggleteam
392,jmeynet,Julien Meynet,2/3/2010,3,Spain,3:Master
421,dremovd,Dmitry Dryomov,2/28/2010,3,Russia,3:Master
543,quansun,Quan Sun,4/19/2010,3,NZ,3:Master
726,teamben,Ben,5/6/2010,3,Australia,3:Master
808,alexxanderlarko,Alexander  Larko,5/14/2010,4,Russia,4:Grandmaster
829,adamhusein,Adam,5/18/2010,3,United States,3:Master
835,jzbontar,Jure Zbontar,5/19/2010,3,Slovenia,3:Master
887,hugmee,Hug Mi,5/24/2010,3,Australia,3:Master
926,dirknbr,Dirk Nachbar,5/26/2010,3,United Kingdom,3:Master
993,benhamner,Ben Hamner,5/31/2010,5,United States,5:Kaggleteam
1004,jasonkarpeles,Jason Karpeles,6/2/2010,3,United States,3:Master
1300,brianelwell,Brian Elwell,6/15/2010,3,United States,3:Master
1335,salimali,Sali Mali,6/22/2010,4,Australia,4:Grandmaster
1356,compassucl,Lewis Griffin,6/23/2010,3,United Kingdom,3:Master
1376,yuchuntang,Yuchun Tang,6/23/2010,3,United States,3:Master
1455,mjahrer,Michael Jahrer,6/25/2010,4,Austria,4:Grandmaster
1483,yassertabandeh,Yasser Tabandeh,6/27/2010,4,,4:Grandmaster
1539,abifet,Albert,6/29/2010,3,New Zealand,3:Master
1553,edramsden,Ed Ramsden,6/29/2010,3,United States,3:Master
1602,chefele,Christopher Hefele,7/1/2010,4,United States,4:Grandmaster
1744,chrisraimondi,Chris Raimondi,7/9/2010,3,United States,3:Master
1902,solorzano,José H. Solórzano,7/21/2010,4,Ecuador,4:Grandmaster
1927,bernhard1,BlackMagic,7/23/2010,3,New Zealand,3:Master
1941,dvmodeler,David Vogel,7/26/2010,3,United States,3:Master
1950,sskiing,Rowan,7/27/2010,5,Australia,5:Kaggleteam
1955,glouppe,Gilles Louppe,7/27/2010,3,Switzerland,3:Master
1996,mikhailz,Mikhail,8/1/2010,3,France,3:Master
2036,konradb,Konrad Banachewicz,8/3/2010,3,Netherlands,3:Master
2081,outis1,Yannis Sismanis,8/4/2010,3,United States,3:Master
2100,leebaker,Lee Baker,8/4/2010,3,United States,3:Master
2140,dslate,David J. Slate,8/5/2010,4,United States,4:Grandmaster
2145,diogoff,Diogo,8/5/2010,3,Portugal,3:Master
2194,uriblass,Uri Blass,8/5/2010,3,Israel,3:Master
2233,pwfrey42,Peter W Frey,8/7/2010,3,United States,3:Master
2242,domcastro,Bluefool,8/8/2010,4,United Kingdom,4:Grandmaster
2403,chrisbrew,joshnk,8/19/2010,3,USA,3:Master
2412,neocortex,Charlie Tang,8/19/2010,4,Canada,4:Grandmaster
2505,jeffmoser,Jeff Moser,8/21/2010,5,US,5:Kaggleteam
2591,dejavu,Cole Harris,8/25/2010,3,United States,3:Master
2641,johndun,John Dunavent,8/27/2010,3,United States,3:Master
2687,jmalicki,jmalicki,8/30/2010,3,United States,3:Master
2702,alecstephenson,Alec Stephenson,9/1/2010,3,Australia,3:Master
2768,rwieczor,RobertW,9/6/2010,3,Poland,3:Master
2809,onemillionmonkeys,Eric Jackson,9/9/2010,3,United States,3:Master
2820,alegro,alegro,9/11/2010,3,Ukraine,3:Master
2827,mpionnier,Marcin Pionnier,9/12/2010,3,Poland,3:Master
2840,imaxus,Maxim,9/13/2010,3,Russian Federation,3:Master
3021,pprett,Peter Prettenhofer,9/22/2010,3,Austria,3:Master
3050,martinreichert,Martin Reichert,9/23/2010,3,Germany,3:Master
3090,dyakonov,Alexander D'yakonov,9/28/2010,4,Russian Federation,4:Grandmaster
3218,cugliari,Jairo,10/9/2010,3,France,3:Master
3230,naokazumizuta,Naokazu Mizuta,10/10/2010,4,Japan,4:Grandmaster
3232,cdubois,Chris,10/10/2010,3,United States,3:Master
3256,jhoward,Jeremy Howard,10/13/2010,4,United States,4:Grandmaster
3258,wcukierski,William Cukierski,10/13/2010,5,United States,5:Kaggleteam
3324,nickmirsky,Nick Mirsky,10/19/2010,3,United States,3:Master
3346,ejlok1,Eu Jin Lok,10/21/2010,4,AU,4:Grandmaster
3375,timsalimans,Tim Salimans,10/25/2010,4,Netherlands,4:Grandmaster
3527,quyntk,Kim Quy,11/9/2010,3,Vietnam,3:Master
3592,byang1,B Yang,11/12/2010,4,Canada,4:Grandmaster
3626,alekseynp,Aleksey Nozdryn-Plotnicki,11/14/2010,3,Canada,3:Master
3876,edunov,Sergey,11/24/2010,4,United States,4:Grandmaster
3944,jacocronje,Jaco Cronje,11/24/2010,3,South Africa,3:Master
3961,liuftvafas,Liuftvafas,11/24/2010,3,,3:Master
4327,truyen,Truyen Tran,12/2/2010,3,Australia,3:Master
4398,ccccat,Sergey Yurgenson,12/2/2010,4,United States,4:Grandmaster
4534,ghalib,ghalib,12/3/2010,3,United States,3:Master
4558,jwkvam,Jacques Kvam,12/4/2010,3,United States,3:Master
4569,minghen,masaki,12/4/2010,3,Taiwan,3:Master
4667,yanirseroussi,Yanir Seroussi,12/7/2010,3,Australia,3:Master
4924,jasonnoriega,Jason Noriega,12/18/2010,3,United States,3:Master
4960,srgodbole,Shashi Godbole,12/20/2010,3,India,3:Master
5018,jpetterson,James Petterson,12/23/2010,3,Australia,3:Master
5048,viveksha,Vivek Sharma,12/25/2010,4,India,4:Grandmaster
5251,ahassaine,Ali Hassaïne,1/8/2011,3,Algeria,3:Master
5309,abhishek,Abhishek,1/12/2011,4,Norway,4:Grandmaster
5345,kkevin,kevin,1/16/2011,3,United States,3:Master
5426,optimism,SK,1/20/2011,3,United States,3:Master
5462,iamivo,ivo,1/21/2011,3,Hungary,3:Master
5560,tloinuy,Tony Liu,1/25/2011,3,United States,3:Master
5635,mmucha,Marcin Mucha,1/27/2011,3,Poland,3:Master
5642,blindape,José A. Guerrero,1/27/2011,4,Spain,4:Grandmaster
5940,cjturner,Charlie Turner,2/7/2011,3,United States,3:Master
5978,scottdobson,Scott Dobson,2/8/2011,3,United States,3:Master
6133,chiahua,Chia-Hua,2/10/2011,3,,3:Master
6388,confirm,Kohei,2/16/2011,4,JP,4:Grandmaster
6516,gtakacs,Gábor Takács,2/20/2011,3,Hungary,3:Master
6528,balazsgodeny,Balazs Godeny,2/21/2011,3,Hungary,3:Master
6603,tks0123456789,tks,2/26/2011,3,Japan,3:Master
6639,wmestrom,Willem Mestrom,2/28/2011,3,Netherlands,3:Master
6669,andrewnewell,Andrew Newell,3/1/2011,3,United Kingdom,3:Master
6673,bwieliczko,Blazej Wieliczko,3/1/2011,3,United Kingdom,3:Master
6696,zachmayer,Zach,3/2/2011,4,US,4:Grandmaster
6717,briancheung,Brian Cheung,3/4/2011,3,United States,3:Master
6732,bcragin,Bruce Cragin,3/4/2011,3,United States,3:Master
6759,sveitser,Mathis Antony,3/7/2011,3,Hong Kong,3:Master
6808,matthewroos,Matthew Roos,3/9/2011,3,United States,3:Master
7052,jasontigg,Jason Tigg,3/18/2011,4,United Kingdom,4:Grandmaster
7055,toulouse,Toulouse,3/18/2011,3,France,3:Master
7070,gkoundry,Glen,3/18/2011,4,United States,4:Grandmaster
7117,shenss,Stefan Henß,3/20/2011,4,Germany,4:Grandmaster
7238,quadpartisan,Haru,3/25/2011,3,,3:Master
7527,luv2av8,Luv2av8,3/31/2011,3,United States,3:Master
7657,nschneider,"Neil Schneider, FSA",4/4/2011,4,United States,4:Grandmaster
7711,mpekalski,Marcin Pękalski,4/4/2011,3,Sweden,3:Master
7756,owenzhang1,Owen,4/4/2011,4,United States,4:Grandmaster
7779,echidna0,Echidna,4/4/2011,3,,3:Master
7837,anlthms,Anil Thomas,4/4/2011,4,United States,4:Grandmaster
7894,jordanmeyer,Jordan Meyer,4/4/2011,3,United States,3:Master
7947,nmkridler,Nick Kridler,4/5/2011,3,USA,3:Master
8267,dellzhang,Dell Zhang,4/5/2011,3,United Kingdom,3:Master
8376,mattvonrohr,Matt,4/5/2011,3,Switzerland,3:Master
8533,jontix,jontix,4/5/2011,4,United Kingdom,4:Grandmaster
8574,glazed,glazed,4/5/2011,3,,3:Master
8668,alfnie,Alfonso Nieto-Castanon,4/5/2011,4,Spain,4:Grandmaster
8862,sirguessalot,Momchil Georgiev,4/6/2011,4,United States,4:Grandmaster
9028,dansbecker,DanB,4/6/2011,5,United States,5:Kaggleteam
9338,jblondin,James Blondin,4/9/2011,3,,3:Master
9350,jjjjjj,JJJ,4/9/2011,3,United States,3:Master
9441,jeremyachin,Jeremy Achin,4/10/2011,3,United States,3:Master
9675,stefanstefanov,Stefan Stefanov,4/13/2011,3,Bulgaria,3:Master
9766,breakfastpirate,BreakfastPirate,4/14/2011,4,United States,4:Grandmaster
9827,transplanted,transplanted_tree,4/16/2011,3,,3:Master
9844,xuwr9844,xuwr,4/16/2011,3,,3:Master
9974,gertjac,Gert,4/19/2011,4,The Netherlands,4:Grandmaster
10051,nizhibitsky,Evgeny Nizhibitsky,4/20/2011,3,RU,3:Master
10171,dynamic24,dynamic24,4/23/2011,4,United States,4:Grandmaster
10215,eventhorizon0,event_horizon,4/25/2011,3,,3:Master
10694,biasvariance,Shea Parkes,5/7/2011,3,United States,3:Master
10748,martinoleary,Martin O'Leary,5/9/2011,3,United Kingdom,3:Master
10849,aaronvandenoord,Aaron van den Oord,5/12/2011,3,,3:Master
10932,ampires,AMPires,5/15/2011,3,Portugal,3:Master
11460,tsundokum,Marat,5/23/2011,3,Russian Federation,3:Master
11621,gaddawin,gaddawin,5/25/2011,3,Russian Federation,3:Master
11652,nesterov,mephistopheies,5/26/2011,3,Russian Federation,3:Master
11752,alsafr,alsafr,5/29/2011,3,,3:Master
11842,joseleiva,Jose M.,6/1/2011,3,Spain,3:Master
12260,herrahuu,Herra Huu,6/16/2011,4,Finland,4:Grandmaster
12361,lukasz8000,Lukasz 8000,6/22/2011,3,Poland,3:Master
12386,jfister,Justin Fister,6/23/2011,3,,3:Master
12458,bihotzaldi,zeon,6/28/2011,3,Spain,3:Master
12584,woshialex,woshialex,6/30/2011,4,United States,4:Grandmaster
12824,maternaj,maternaj,7/7/2011,3,Czech Republic,3:Master
12843,khanenko,rokh,7/7/2011,3,Ukraine,3:Master
13209,anaconda,Anaconda,7/13/2011,3,US,3:Master
13260,lamthuy,lamthuy,7/14/2011,3,Netherlands,3:Master
13518,erdman,Travis Erdman,7/21/2011,3,United States,3:Master
13522,jxiesd,John,7/21/2011,3,United States,3:Master
13523,mullerx,xamul,7/21/2011,3,,3:Master
13720,tritonsd,Triton-SD,7/28/2011,3,,3:Master
13755,riivo1,Riivo Kikas,7/29/2011,3,Estonia,3:Master
13839,madhavkumar2005,Gauss,8/1/2011,3,USA,3:Master
13893,mlearn,mlearn,8/1/2011,3,UK,3:Master
14212,lily14212,lily,8/7/2011,3,,3:Master
14756,nigelcarpenter,Chippy,8/17/2011,3,United Kingdom,3:Master
14788,d3potf,D3PO,8/18/2011,3,Australia,3:Master
15920,chaseos,Chase,8/31/2011,3,United States,3:Master
16010,agdavis,agdavis,9/2/2011,3,,3:Master
16082,morandi,Andrey Ostapets,9/4/2011,3,Germany,3:Master
16094,ducktile,DuckTile,9/5/2011,3,USSR ,3:Master
16152,shirobert,Lei Shi,9/7/2011,3,United States,3:Master
16192,tomdegodoy,Tom de Godoy,9/8/2011,3,United States,3:Master
16260,codeexpress,codeexpress,9/10/2011,3,,3:Master
16360,mattwescott,Matt Wescott,9/14/2011,3,,3:Master
16398,simongabor,Gábor S,9/15/2011,3,,3:Master
17379,xavierconort,Xavier Conort,9/23/2011,4,Singapore,4:Grandmaster
17387,ildefons,Ildefons Magrans,9/23/2011,3,Japan,3:Master
18020,typedef,typedef,10/4/2011,3,,3:Master
18102,gaborfodor,beluga,10/5/2011,4,Hungary,4:Grandmaster
18271,mechatroner,mechatroner,10/8/2011,3,Russia,3:Master
18396,willieliao,Willie Liao,10/10/2011,3,United States,3:Master
18463,mathurinache,Mathurin Aché,10/11/2011,3,France,3:Master
18785,newtohere,onthehilluu,10/17/2011,3,United States,3:Master
19099,alexryzhkov,Alexander Ryzhkov,10/22/2011,3,Russia,3:Master
19298,lucamassaron,Luca Massaron,10/26/2011,3,IT,3:Master
19387,chetanra,Chetan Ramaiah,10/27/2011,3,,3:Master
19390,lopuhin,Konstantin Lopuhin,10/27/2011,3,,3:Master
19423,mateja,Baptiste Pigaux,10/28/2011,3,France,3:Master
19518,vikpar,Vik Paruchuri,10/31/2011,3,United States,3:Master
19557,liangsun,Liang Sun,10/31/2011,3,United States,3:Master
19583,chausler,chausler,11/1/2011,3,Australia,3:Master
19605,jeongyoonlee,Jeong-Yoon Lee,11/1/2011,3,United States,3:Master
19619,anamnesis,anamnesis,11/2/2011,3,,3:Master
19756,enki19756,Enki,11/3/2011,3,,3:Master
20234,timveitch,Tim Veitch,11/4/2011,3,Australia,3:Master
21831,thalro,thomas rost,11/8/2011,3,Germany,3:Master
22185,richardepstein,quadcore/Richard Epstein,11/9/2011,3,,3:Master
22853,lejlot,Wojciech Czarnecki,11/11/2011,3,United Kingdom,3:Master
23071,guoming,guoming,11/13/2011,3,,3:Master
23352,baba23352,baba,11/15/2011,3,,3:Master
23607,razgon,razgon,11/17/2011,3,Hungary,3:Master
23631,usamec,Vlado Boza,11/17/2011,3,Slovak Republic,3:Master
23759,luistp001,Luis Tandalla,11/18/2011,3,United States,3:Master
23831,rkirana,kr,11/18/2011,4,,4:Grandmaster
24119,yetiman,YetiMan,11/21/2011,3,United States,3:Master
24266,leustagos,Leustagos,11/22/2011,4,Brazil,4:Grandmaster
24694,dmaust,David Maust,11/28/2011,3,United States,3:Master
25112,steffenrendle,Steffen Rendle,11/30/2011,3,USA,3:Master
25508,pankajmishra0,Pankaj Mishra,12/2/2011,3,United States,3:Master
25648,weilinear,LI Wei,12/4/2011,3,Switzerland,3:Master
25954,blackswift,yz,12/6/2011,3,,3:Master
26008,luckyguy,Hillview,12/6/2011,3,United States,3:Master
26767,mtb26767,__mtb__,12/13/2011,3,United States,3:Master
26782,paweljankiewicz,Paweł Jankiewicz,12/13/2011,4,Polska,4:Grandmaster
26968,adrianoazevedofilho,Adriano Azevedo-Filho,12/14/2011,3,Brazil,3:Master
27242,johncandido,Giovanni,12/16/2011,3,United States,3:Master
27805,nedelko,Victor,12/24/2011,4,Russia,4:Grandmaster
27833,elliotdawson,Elliot Dawson,12/25/2011,3,Australia,3:Master
27953,deassis,deassis,12/27/2011,3,Brazil,3:Master
28038,zygmunt,Foxtrot,12/28/2011,3,Poland,3:Master
28261,sitmocom,Sitmo,1/1/2012,3,The Netherlands,3:Master
28330,lijiefei,Jiefei Li,1/2/2012,3,China,3:Master
28963,datacanary,DataCanary,1/9/2012,5,Australia,5:Kaggleteam
28994,alexscheelmeyer,syntax,1/9/2012,3,,3:Master
29202,caoren786,Xing Hua,1/10/2012,3,United States,3:Master
29289,weiwunyc,Wei Wu,1/11/2012,3,United States,3:Master
29346,efimov,Dmitry Efimov,1/12/2012,4,USA,4:Grandmaster
29379,yarreg,Akulov Yaroslav,1/12/2012,3,Russian Federation,3:Master
29522,harriken,Jose Berengueres,1/14/2012,3,United Arab Emirates,3:Master
29756,qwang88,Qingchen,1/17/2012,4,NL,4:Grandmaster
29839,killianoconnor,Killian O'Connor,1/18/2012,3,United States,3:Master
30140,benoitplante,Benoit Plante,1/22/2012,3,Canada,3:Master
30481,roulinir,r0u1i,1/27/2012,3,Israel,3:Master
30618,ctsats,desertnaut,1/30/2012,3,Greece,3:Master
30864,waynezhang,Wayne Zhang,2/3/2012,4,,4:Grandmaster
30930,sajidzaidi,Sajid Zaidi,2/4/2012,3,United States,3:Master
30931,pollux,Pollux,2/4/2012,3,,3:Master
30967,danielkorzekwa,Daniel Korzekwa,2/4/2012,3,,3:Master
31119,dhammack,dhammack,2/7/2012,3,,3:Master
31532,hochthom,Fluxus,2/11/2012,3,Austria,3:Master
32300,tqchen,Tianqi Chen,2/22/2012,3,,3:Master
32352,ronaldosen,Ronaldosen,2/22/2012,3,China,3:Master
32397,cxz2004,a9108,2/23/2012,3,China,3:Master
32411,zhaogang,George Zhao,2/23/2012,3,,3:Master
33240,ryankiros,Ryan Kiros,2/29/2012,3,Canada,3:Master
33300,waltchan,Walt Chan,2/29/2012,3,,3:Master
33467,dmytrolystopad,Dmytro Lystopad,3/1/2012,3,Ukraine,3:Master
33495,leepei,leepei,3/1/2012,3,,3:Master
33499,ytag33499,y_tag,3/1/2012,3,Japan,3:Master
33543,xingzhao,xing zhao,3/1/2012,4,United States,4:Grandmaster
33545,mingot,Josep Marc Mingot,3/1/2012,3,USA,3:Master
33580,phoneix,phoneix,3/2/2012,3,,3:Master
33582,plus133582,plus,3/2/2012,3,,3:Master
33583,ddoo33583,ddoo,3/2/2012,3,,3:Master
33595,markliu,Xudong Liu,3/2/2012,3,,3:Master
33620,zhanpengfang,FAndy,3/2/2012,4,China,4:Grandmaster
33629,gengoat,Gengoat,3/2/2012,3,,3:Master
33644,cashfeg,hoxosh,3/2/2012,3,Japan,3:Master
33650,fancyspeed,Winterfell,3/2/2012,3,CN,3:Master
33714,kingsfield,Kingsfield,3/2/2012,3,China,3:Master
33874,keiku322,Keiku,3/3/2012,3,Japan,3:Master
33968,applerman,FattyBetty,3/4/2012,3,,3:Master
34298,gerold,Gerold Scheunemann,3/6/2012,3,,3:Master
34304,medial,Medrr,3/6/2012,4,Israel,4:Grandmaster
34756,zhangyuc,Yuchen Zhang,3/9/2012,3,United States,3:Master
35069,takiba,iwiwi,3/12/2012,3,JP,3:Master
35326,luciferase,Alex Jacobs,3/14/2012,3,ZA,3:Master
35505,dorong,Doron,3/16/2012,3,,3:Master
35595,aparaskev,Thanasis Paraskevas,3/16/2012,3,Greece,3:Master
35609,gmobaz,gmobaz,3/17/2012,3,Mexico,3:Master
35717,xiaocongliang,Xiaocong Liang,3/18/2012,3,,3:Master
35780,topchylo,Olexandr Topchylo,3/18/2012,4,Ukraine,4:Grandmaster
35844,china1000,Walking Flower,3/19/2012,3,,3:Master
35991,raducu,Radu,3/20/2012,3,,3:Master
35993,aolariu,Andrei Olariu,3/20/2012,3,Romania,3:Master
36054,ramarlina,Mendrika Ramarlina,3/20/2012,3,Madagascar,3:Master
36141,hallayang,Halla Yang,3/21/2012,4,United States,4:Grandmaster
36266,antonbogatyy,anton.bogatyy,3/22/2012,3,GB,3:Master
36583,alapin,sashulya,3/25/2012,3,United States,3:Master
36878,infty36878,infty,3/27/2012,3,United States,3:Master
36885,randommodeler,random modeler,3/27/2012,3,,3:Master
37447,ludieli,LudieLi,3/31/2012,3,China,3:Master
37594,wendykan,Wendy Kan,4/1/2012,5,United States,5:Kaggleteam
37655,marbur,MaBu,4/2/2012,3,Slovenia,3:Master
37687,willkurt,willkurt,4/2/2012,3,United States,3:Master
37958,andrewchou,andrew,4/4/2012,3,,3:Master
38046,evag38046,EvaG,4/5/2012,3,,3:Master
38106,rongkaixia,Rongkai Xia,4/6/2012,3,China,3:Master
38113,juliandewit,Julian de Wit,4/6/2012,4,Netherlands,4:Grandmaster
38703,mitrofan,Mitrofan,4/11/2012,3,,3:Master
38890,hilbertspace1,hilbert-space,4/12/2012,3,,3:Master
40090,bibimounemohamed,Bibimoune,4/18/2012,3,France,3:Master
40236,luz1988,blackjack,4/19/2012,3,Hong Kong,3:Master
40312,winsty,Winsty,4/20/2012,3,,3:Master
40407,bradybenware,Brady Benware,4/21/2012,3,United States,3:Master
40555,sebastienconort,Sebastien Conort,4/22/2012,3,France,3:Master
40954,chrisslz,chrisslz,4/25/2012,3,Germany,3:Master
41096,tudinhnguyen,tund,4/27/2012,3,Australia,3:Master
41181,sedielem,sedielem,4/27/2012,3,United Kingdom,3:Master
41275,songgc,Guocong Song,4/27/2012,4,United States,4:Grandmaster
41474,redjava,redjava,4/28/2012,3,,3:Master
41692,workingknowledge,WorkingKnowledge,4/30/2012,3,USA,3:Master
41766,yuenking,yuenking,5/1/2012,3,Germany,3:Master
41863,gm1248,GM,5/2/2012,3,,3:Master
41959,thakurrajanand,DataGeek,5/3/2012,3,India,3:Master
42188,joseffeigl,Josef Feigl,5/5/2012,4,Germany,4:Grandmaster
42422,littleding,LittleDing,5/8/2012,3,China,3:Master
42470,totoro1,totoro,5/8/2012,3,Singapore,3:Master
42815,vdaniloff,vdaniloff,5/12/2012,3,Russian Federation,3:Master
42831,squirrel0,squirrel,5/12/2012,3,,3:Master
42832,weberwu,KW Wu,5/12/2012,3,,3:Master
42941,adrianhaldenby,ahaldenby,5/14/2012,3,Canada,3:Master
43165,yingweixin,Yingwei Xin,5/16/2012,3,,3:Master
43581,binghsu,Bing Xu,5/21/2012,4,Canada,4:Grandmaster
43611,wistonego,wistone,5/21/2012,3,,3:Master
43621,liderchang,Li-Der,5/21/2012,3,United States,3:Master
43867,andreastoescher,AndreasToescher,5/24/2012,3,Austria,3:Master
43882,hypertext,hypertext,5/24/2012,3,,3:Master
43883,msla43883,msla,5/24/2012,3,,3:Master
43884,flash3,FLash,5/24/2012,3,,3:Master
43886,negocylg,negocylg,5/24/2012,3,,3:Master
43889,abc1233,abc123,5/24/2012,3,,3:Master
43890,inthebamboo,InTheBamboo,5/24/2012,3,,3:Master
43895,noidea,noidea,5/24/2012,3,,3:Master
43896,bigold,BigOld,5/24/2012,3,,3:Master
43905,totu43905,totu,5/24/2012,3,,3:Master
43911,smile1,smile,5/24/2012,3,,3:Master
43918,awdqse,awdqse,5/25/2012,3,,3:Master
43926,hangzhang0,Hang Zhang,5/25/2012,3,United States,3:Master
43943,fluttershy0,Fluttershy,5/25/2012,3,,3:Master
43966,raindog,raindog,5/25/2012,3,,3:Master
43978,rvcl43978,rvcl,5/25/2012,3,,3:Master
44278,bnnkong2099,bnnkong2099,5/30/2012,3,,3:Master
44318,gerasimenko,Michael Gerasimenko,5/30/2012,3,Russian Federation,3:Master
44511,senwu44511,Sen Wu,6/1/2012,3,,3:Master
44623,pyduan,Paul Duan,6/3/2012,3,USA,3:Master
44777,mahehu,Heikki Huttunen,6/5/2012,3,Finland,3:Master
45651,tuzzeg,tuzzeg,6/7/2012,3,United States,3:Master
45866,georgeciobanu,George Ciobanu,6/9/2012,3,Romania,3:Master
45883,miguel2,Miguel,6/9/2012,3,Spain,3:Master
45978,cbourguignat,Christophe Bourguignat,6/10/2012,3,France,3:Master
46150,lenguyenthedat,lenguyenthedat,6/11/2012,3,Singapore,3:Master
46205,emiliogortizg,Emilio G. Ortiz-García,6/11/2012,3,Spain,3:Master
46383,lmg46383,LMG,6/12/2012,3,Spain,3:Master
46459,dxyz46459,dxyz,6/12/2012,3,,3:Master
46666,dimaquick,Afanasjev Dmitry,6/14/2012,3,Switzerland,3:Master
46826,luscus,luscus,6/15/2012,3,USA,3:Master
46907,jasiekl,Janek,6/16/2012,3,Poland,3:Master
46992,vojtekb,vojtekb,6/17/2012,3,Netherlands,3:Master
47092,milakov,Maxim Milakov,6/18/2012,4,Russia,4:Grandmaster
47226,anttip,anttip,6/19/2012,3,New Zealand,3:Master
47555,nitaidean,Nitai Dean,6/20/2012,3,United States,3:Master
47730,cartersibley,Carter Sibley,6/21/2012,3,United States,3:Master
48048,robertod,Roberto,6/25/2012,4,Spain,4:Grandmaster
48112,dougkoch,Doug Koch,6/26/2012,3,United States,3:Master
48145,jchoquehuancaz,JJ-ATRG,6/26/2012,3,Spain,3:Master
48625,mlandry,mlandry,7/1/2012,3,United States,3:Master
48985,auroraxie,AuroraXie,7/4/2012,3,United States,3:Master
49015,mvolkovs,Maks Volkovs,7/4/2012,3,Canada,3:Master
49061,arjoly,Arnaud Joly,7/5/2012,3,,3:Master
50689,damianmingle,Damian Mingle,7/20/2012,3,United States,3:Master
51116,takagiwa,M. Takagiwa,7/23/2012,4,Japan,4:Grandmaster
51244,dvelkov,Daniel Velkov,7/24/2012,3,US,3:Master
51561,george04,George Mohler,7/29/2012,3,United States,3:Master
52095,cedricgp,Cedric Gouy-Pailler,8/6/2012,3,France,3:Master
52120,andreykolev,Andrey Kolev,8/6/2012,3,Russian Federation,3:Master
52235,marcolui,Marco Lui,8/7/2012,3,Australia,3:Master
52308,casalicchio,Giuseppe Casalicchio,8/8/2012,3,Germany,3:Master
53180,precmarket,Richard Courtheoux,8/19/2012,3,United States,3:Master
53763,andosa,Ando Saabas,8/21/2012,3,Estonia,3:Master
54120,melisgl,Gábor Melis,8/22/2012,3,Hungary,3:Master
54391,romaniukm,Michal,8/22/2012,3,Poland,3:Master
54836,titericz,Giba,8/23/2012,4,Brazil,4:Grandmaster
54866,photosynth,Quantum Leap,8/23/2012,3,United States,3:Master
54892,jsn1313,jsn13,8/23/2012,3,Slovak Republic,3:Master
54981,anonymous3,anonymous,8/24/2012,3,,3:Master
55972,akuznetspv,Alexander Kuznetsov,8/27/2012,3,Russian Federation,3:Master
56046,ianmcculla,Ian McCulla,8/28/2012,3,United States,3:Master
56101,nhlx5haze,nhlx5haze,8/28/2012,4,france,4:Grandmaster
57092,bobbywatson,Bobby Watson,9/3/2012,3,France,3:Master
57102,vasek1,Vasek,9/3/2012,3,,3:Master
57803,dmcgarry,David McGarry,9/8/2012,3,United States,3:Master
57992,analyticbastard,Analytic Bastard,9/9/2012,3,UK,3:Master
58270,yannig29,Dan F.,9/12/2012,3,France,3:Master
58283,mariuspopescu,Marius Popescu,9/12/2012,3,Romania,3:Master
58758,adbrebs,AdeB,9/15/2012,3,,3:Master
58838,tyi2000,y,9/16/2012,4,South Korea,4:Grandmaster
59009,rkeisler,Ryan Keisler,9/17/2012,3,USA,3:Master
59146,kczar6,K-czar,9/18/2012,3,United States,3:Master
59264,josefslavicek,Josef Slavicek,9/19/2012,3,,3:Master
59561,inversion,inversion,9/21/2012,5,United States,5:Kaggleteam
59905,dnouri,Daniel Nouri,9/24/2012,3,Germany,3:Master
